0.034830	0.03483	1
0.145125	0.145125	2
0.655964	0.655964	3
1.167712	1.167712	4
1.534708	1.534708	5
1.876680	1.87668	6
2.101882	2.101882	7
2.644034	2.644034	8
3.111119	3.111119	9
3.361343	3.361343	10
3.601995	3.601995	11
3.845805	3.845805	12
4.083810	4.08381	13
4.318912	4.318912	14
4.571429	4.571429	15
5.041633	5.041633	16
5.282540	5.28254	17
5.546667	5.546667	18
5.781769	5.781769	19
5.915283	5.915283	20
6.042993	6.042993	21
6.501587	6.501587	22
7.305578	7.305578	23
7.43619	7.43619	24
7.685805	7.685805	25
7.90059	7.90059	26
8.402721	8.402721	27
8.870023	8.870023	28
9.105125	9.105125	29
9.357642	9.357642	30
9.610159	9.610159	31
9.851066	9.851066	32
10.094875	10.094875	33
10.382222	10.382222	34
10.951111	10.951111	35
11.537415	11.537415	36
12.129524	12.129524	37
12.759365	12.759365	38
13.807166	13.807166	39
14.370249	14.370249	40
15.42966	15.42966	41
15.952109	15.952109	42
16.439728	16.439728	43
16.933152	16.933152	44
17.496236	17.496236	45
18.625306	18.625306	46
19.194195	19.194195	47
20.25941	20.25941	48
20.819592	20.819592	49
21.855782	21.855782	50
22.389841	22.389841	51
22.880363	22.880363	52
23.388299	23.388299	53
23.980408	23.980408	54
25.080454	25.080454	55
25.666757	25.666757	56
26.760998	26.760998	57
27.341497	27.341497	58
28.41542	28.41542	59
28.949478	28.949478	60
29.442902	29.442902	61
29.945034	29.945034	62
30.502313	30.502313	63
31.587846	31.587846	64
32.12771	32.12771	65
33.172608	33.172608	66
33.741497	33.741497	67
34.821224	34.821224	68
35.924172	35.924172	69
38.042993	38.042993	70
38.431927	38.431927	71
38.661224	38.661224	72
38.905034	38.905034	73
39.169161	39.169161	74
39.52907	39.52907	75
40.106667	40.106667	76
40.362086	40.362086	77
40.602993	40.602993	78
41.09932	41.09932	79
41.586939	41.586939	80
42.06585	42.06585	81
42.538957	42.538957	82
43.012063	43.012063	83
43.261678	43.261678	84
43.490975	43.490975	85
43.920544	43.920544	86
44.411066	44.411066	87
44.907392	44.907392	88
45.220862	45.220862	89
45.827483	45.827483	90
46.3122	46.3122	91
46.802721	46.802721	92
47.040726	47.040726	93
47.281633	47.281633	94
47.502222	47.502222	95
47.746032	47.746032	96
47.989841	47.989841	97
48.256871	48.256871	98
48.831565	48.831565	99
49.464308	49.464308	100
50.114467	50.114467	101
50.738503	50.738503	102
51.876281	51.876281	103
52.453878	52.453878	104
53.56263	53.56263	105
54.099592	54.099592	106
54.616236	54.616236	107
55.10966	55.10966	108
55.666939	55.666939	109
56.737959	56.737959	110
57.301043	57.301043	111
58.282086	58.282086	112
58.84517	58.84517	113
59.910385	59.910385	114
60.427029	60.427029	115
60.946576	60.946576	116
61.471927	61.471927	117
62.061134	62.061134	118
63.158277	63.158277	119
63.753288	63.753288	120
64.882358	64.882358	121
65.462857	65.462857	122
66.52517	66.52517	123
67.062132	67.062132	124
67.572971	67.572971	125
68.051882	68.051882	126
68.632381	68.632381	127
69.703401	69.703401	128
70.280998	70.280998	129
71.337506	71.337506	130
71.9122	71.9122	131
72.986122	72.986122	132
74.07746	74.07746	133
76.161451	76.161451	134
76.547483	76.547483	135
76.802902	76.802902	136
77.046712	77.046712	137
77.322449	77.322449	138
77.630113	77.630113	139
78.027755	78.027755	140
78.262857	78.262857	141
78.521179	78.521179	142
78.785306	78.785306	143
79.275828	79.275828	144
79.505125	79.505125	145
79.763447	79.763447	146
79.998549	79.998549	147
80.248163	80.248163	148
80.480363	80.480363	149
80.718367	80.718367	150
80.962177	80.962177	151
81.185669	81.185669	152
81.432381	81.432381	153
81.67619	81.67619	154
81.917098	81.917098	155
82.619501	82.619501	156
82.892336	82.892336	157
83.144853	83.144853	158
83.461224	83.461224	159
84.047528	84.047528	160
84.308753	84.308753	161
84.54966	84.54966	162
85.022766	85.022766	163
85.263673	85.263673	164
85.521995	85.521995	165
85.745488	85.745488	166
85.9922	85.9922	167
86.262132	86.262132	168
86.514649	86.514649	169
87.069025	87.069025	170
88.174875	88.174875	171
88.761179	88.761179	172
89.852517	89.852517	173
90.430113	90.430113	174
91.504036	91.504036	175
92.017778	92.017778	176
92.525714	92.525714	177
93.024943	93.024943	178
93.605442	93.605442	179
94.69678	94.69678	180
95.265669	95.265669	181
96.301859	96.301859	182
96.859138	96.859138	183
97.869206	97.869206	184
98.110113	98.110113	185
98.345215	98.345215	186
98.917007	98.917007	187
99.593288	99.593288	188
101.401542	101.401542	189
101.656961	101.656961	190
101.912381	101.912381	191
102.1678	102.1678	192
102.431927	102.431927	193
102.675737	102.675737	194
102.974694	102.974694	195
103.49424	103.49424	196
104.002177	104.002177	197
104.417234	104.417234	198
104.951293	104.951293	199
105.479546	105.479546	200
105.993288	105.993288	201
106.518639	106.518639	202
107.046893	107.046893	203
107.58966	107.58966	204
107.847982	107.847982	205
108.077279	108.077279	206
108.292063	108.292063	207
108.550385	108.550385	208
108.77678	108.77678	209
109.029297	109.029297	210
109.516916	109.516916	211
110.03356	110.03356	212
110.474739	110.474739	213
111.017506	111.017506	214
111.525442	111.525442	215
112.065306	112.065306	216
112.654512	112.654512	217
113.81551	113.81551	218
114.419229	114.419229	219
115.586032	115.586032	220
116.137506	116.137506	221
117.246259	117.246259	222
117.742585	117.742585	223
118.230204	118.230204	224
118.732336	118.732336	225
119.292517	119.292517	226
120.42449	120.42449	227
121.010794	121.010794	228
122.105034	122.105034	229
122.711655	122.711655	230
123.805896	123.805896	231
124.07873	124.07873	232
124.35737	124.35737	233
125.027846	125.027846	234
